"Id Empenho";"Código Empenho";"Código Empenho Resumido";"Data Emissão";"Código Tipo Documento";"Tipo Documento";"Tipo Empenho";"Espécie Empenho";"Código Órgão Superior";"Órgão Superior";"Código Órgão";"Órgão";"Código Unidade Gestora";"Unidade Gestora";"Código Gestão";"Gestão";"Código Favorecido";"Favorecido";"Observação";"Código Esfera Orçamentária";"Esfera Orçamentária";"Código Tipo Crédito";"Tipo Crédito";"Código Grupo Fonte Recurso";"Grupo Fonte Recurso";"Código Fonte Recurso";"Fonte Recurso";"Código Unidade Orçamentária";"Unidade Orçamentária";"Código Função";"Função";"Código SubFunção";"SubFunção";"Código Programa";"Programa";"Código Ação";"Ação";"Linguagem Cidadã";"Código Subtítulo (Localizador)";"Subtítulo (Localizador)";"Código Plano Orçamentário";"Plano Orçamentário";"Autor Emenda";"Código Categoria de Despesa";"Categoria de Despesa";"Código Grupo de Despesa";"Grupo de Despesa";"Código Modalidade de Aplicação";"Modalidade de Aplicação";"Código Elemento de Despesa";"Elemento de Despesa";"Processo";"Modalidade de Licitação";"Inciso";"Amparo";"Referência de Dispensa ou Inexigibilidade";"Código Convênio";"Contrato de Repasse / Termo de Parceria / Outros";"Valor Original do Empenho";"Valor do Empenho Convertido pra R$";"Valor Utilizado na Conversão"
"48172457";"170180000012018NE800018";"2018NE800018";"01/01/2018";"NE";"Nota de Empenho";"Estimativo";"ORIGINAL";"25000";"MINISTERIO DA FAZENDA";"25000";"MINISTERIO DA FAZENDA - UNIDADES COM VÍNCULO ";"170180";"DELEGACIA DA RFB EM PELOTAS";"00001";"TESOURO NACIONAL";"80464753000197";"EQS ENGENHARIA LTDA";"PAG FATURAS CONTRATO DE MANUTENCAO DOS PREDIOS: DA DRF/PELOTAS, DA ARF/CAMAQUA, DA ARF/SAO LOURENCO DO SUL E DA IRF/JAGUARAO.  PROC ORIGEM: 2015PR00003";"1";"Orçamento Fiscal";"A";"INICIAL (LOA)";"1";"Recursos do Tesouro - Exercício Corrente";"50";"RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS";"25103";"RECEITA FEDERAL DO BRASIL";"04";"ADMINISTRACAO";"122";"ADMINISTRACAO GERAL";"2110";"PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA FAZENDA";"2000";"ADMINISTRACAO DA UNIDADE";"Administração de unidade";"20000001";"ADMINISTRACAO DA UNIDADE              - NACIONAL";"0002";"ADMINISTRACAO DA UNIDADE - RFB";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"16648000017201586";"Pregão";"-8";"LEI10520";"ART01    LEI10520/02";"-1";"SEM INFORMACAO";"101700,00";"101700,00";"1,0000"
"45071611";"200346000012018NE800032";"2018NE800032";"01/01/2018";"NE";"Nota de Empenho";"Estimativo";"ORIGINAL";"30000";"MINISTERIO DA JUSTICA E SEGURANçA PUBLICA";"30108";"DEPARTAMENTO DE POLICIA FEDERAL";"200346";"SUPERINTENDENCIA REGIONAL NO ESTADO DA BA";"00001";"TESOURO NACIONAL";"15244114000154";"INSTITUTO EUVALDO LODI - NUCLEO REGIONAL DA BAHIA";"CONSTITUICAO DA NOTA DE EMPENHO VISANDO ATENDER MEMO-SEI Nº1(5195465)-SR/PF/BAREF. A TAXA DE ADMINISTRACAO INTERMEDIACAO DE ESTAGIO, CONF. PREGAO Nº 03/2017UG: 200346, E CONTRATO Nº 07/2017-SR/PF/BA.  PROC ORIGEM: 2017PR00003";"1";"Orçamento Fiscal";"A";"INICIAL (LOA)";"1";"Recursos do Tesouro - Exercício Corrente";"00";"RECURSOS ORDINARIOS";"30108";"DEPARTAMENTO DE POLICIA FEDERAL";"06";"SEGURANCA PUBLICA";"122";"ADMINISTRACAO GERAL";"2112";"PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"2000";"ADMINISTRACAO DA UNIDADE";"Administração de unidade";"20000001";"ADMINISTRACAO DA UNIDADE              - NACIONAL";"-1";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"08255009125201771";"Pregão";"-8";"LEI10520";"ART01    LEI10520/02";"-1";"SEM INFORMACAO";"1000,00";"1000,00";"1,0000"
"50372603";"250030000012018NE800013";"2018NE800013";"01/01/2018";"NE";"Nota de Empenho";"Estimativo";"ORIGINAL";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DI";"250030";"NUCLEO ESTADUAL DO MS/PI";"00001";"TESOURO NACIONAL";"06840748000189";"COMPANHIA ENERGETICA DO PIAUI";"EMPENHO PARA PAGAMENTO DA TAXA MUNICIPAL DE ILUMINACAO PUBLICA NO CORRENTEEXERCICIO, PROC. 25015.001297/2015-87.  PROC ORIGEM: 2015DI00010";"2";"Orçamento da Seguridade Social";"A";"INICIAL (LOA)";"1";"Recursos do Tesouro - Exercício Corrente";"51";"CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS";"36901";"FUNDO NACIONAL DE SAUDE";"10";"SAUDE";"122";"ADMINISTRACAO GERAL";"2115";"PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"2000";"ADMINISTRACAO DA UNIDADE";"Administração de unidade";"20000001";"ADMINISTRACAO DA UNIDADE              - NACIONAL";"0006";"MANUTENCAO ADMINISTRATIVA - NUCLEOS ESTADUAIS";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"25015001297201587";"Dispensa de Licitação";"22";"LEI8666";"ART24/22 LEI8666/93";"-1";"SEM INFORMACAO";"2000,00";"2000,00";"1,0000"
"45472287";"170186000012018NE800007";"2018NE800007";"01/01/2018";"NE";"Nota de Empenho";"Estimativo";"ORIGINAL";"25000";"MINISTERIO DA FAZENDA";"25000";"MINISTERIO DA FAZENDA - UNIDADES COM VÍNCULO ";"170186";"ALFANDEGA DA RFB EM URUGUAIANA";"00001";"TESOURO NACIONAL";"03171959000188";"AG4 SERVICOS EMPRESARIAIS - EIRELI";"EMPENHO PARA ATENDER DESPESA COM SERVICO DE COPEIRAGEM PARA A ALF/URA         EXERCICIO 2018  PROC ORIGEM: 2017PR00003";"1";"Orçamento Fiscal";"A";"INICIAL (LOA)";"1";"Recursos do Tesouro - Exercício Corrente";"50";"RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS";"25103";"RECEITA FEDERAL DO BRASIL";"04";"ADMINISTRACAO";"122";"ADMINISTRACAO GERAL";"2110";"PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA FAZENDA";"2000";"ADMINISTRACAO DA UNIDADE";"Administração de unidade";"20000001";"ADMINISTRACAO DA UNIDADE              - NACIONAL";"0002";"ADMINISTRACAO DA UNIDADE - RFB";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"11075.720.779/201";"Pregão";"-8";"LEI10520";"ART01    LEI10520/02";"-1";"SEM INFORMACAO";"9010,00";"9010,00";"1,0000"
"47271836";"200346000012018NE800022";"2018NE800022";"01/01/2018";"NE";"Nota de Empenho";"Estimativo";"ORIGINAL";"30000";"MINISTERIO DA JUSTICA E SEGURANçA PUBLICA";"30108";"DEPARTAMENTO DE POLICIA FEDERAL";"200346";"SUPERINTENDENCIA REGIONAL NO ESTADO DA BA";"00001";"TESOURO NACIONAL";"03506307000157";"TICKET SOLUCOES HDFGT S/A";"CONSTITUICAO DA NOTA DE EMPENHO VISANDO ATENDER MEMO-SEI Nº1(5195465)-SR/PF/BAREF. A FORNECIMENTO DE PECAS PARA VEICULOS, CONF. PREGAO Nº 01/13, UG: 200346,E CONTRATO Nº 03/2013-SR/PF/BA.  PROC ORIGEM: 2013PR00001";"1";"Orçamento Fiscal";"A";"INICIAL (LOA)";"1";"Recursos do Tesouro - Exercício Corrente";"00";"RECURSOS ORDINARIOS";"30108";"DEPARTAMENTO DE POLICIA FEDERAL";"06";"SEGURANCA PUBLICA";"122";"ADMINISTRACAO GERAL";"2112";"PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"2000";"ADMINISTRACAO DA UNIDADE";"Administração de unidade";"20000001";"ADMINISTRACAO DA UNIDADE              - NACIONAL";"-1";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"30";"MATERIAL DE CONSUMO";"08400009367201230";"Pregão";"-8";"LEI10520";"ART01    LEI10520/02";"-1";"SEM INFORMACAO";"90000,00";"90000,00";"1,0000"
"49572254";"250025000012018NE800017";"2018NE800017";"01/01/2018";"NE";"Nota de Empenho";"Estimativo";"ORIGINAL";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DI";"250025";"NUCLEO ESTADUAL DO MS/MG";"00001";"TESOURO NACIONAL";"18745455000100";"CHAVEK LTDA - ME";"COBRIR DESPESAS COM SERVICO DE CHAVEIRO PARA AS DEPENDENCIAS DO NEMS/MG DISPENSA 01/2017. CONTRATO 09/2017. VALOR GLOBAL:R$7590,00.VIGENCIA 03/07/17 A 03/07/18.  PROC ORIGEM: 2017DI00001";"2";"Orçamento da Seguridade Social";"A";"INICIAL (LOA)";"1";"Recursos do Tesouro - Exercício Corrente";"51";"CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS";"36901";"FUNDO NACIONAL DE SAUDE";"10";"SAUDE";"122";"ADMINISTRACAO GERAL";"2115";"PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"2000";"ADMINISTRACAO DA UNIDADE";"Administração de unidade";"20000001";"ADMINISTRACAO DA UNIDADE              - NACIONAL";"0006";"MANUTENCAO ADMINISTRATIVA - NUCLEOS ESTADUAIS";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"25003003510201796";"Dispensa de Licitação";"02";"LEI8666";"ART24/02 LEI8666/93";"-1";"SEM INFORMACAO";"550,00";"550,00";"1,0000"
"45871965";"170185000012018NE800014";"2018NE800014";"01/01/2018";"NE";"Nota de Empenho";"Global";"ORIGINAL";"25000";"MINISTERIO DA FAZENDA";"25000";"MINISTERIO DA FAZENDA - UNIDADES COM VÍNCULO ";"170185";"DELEGACIA DA RFB EM SANTO ANGELO";"00001";"TESOURO NACIONAL";"01211015000161";"CIBAM ENGENHARIA EIRELI";"IMPORTANCIA QUE SE EMPENHA PARA A CONTRATACAO DE PRESTACAO DE SERVICOS CONTI- NUADOS DE MANUTENCAO PREDIAL, A SEREM PRESTADOS NOS PREDIOS DE USO DA DRF/SAN-TO ANGELO E UNIDADES JURISDICIONADAS.  PROC ORIGEM: 2015PR00003";"1";"Orçamento Fiscal";"A";"INICIAL (LOA)";"1";"Recursos do Tesouro - Exercício Corrente";"50";"RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS";"25103";"RECEITA FEDERAL DO BRASIL";"04";"ADMINISTRACAO";"122";"ADMINISTRACAO GERAL";"2110";"PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA FAZENDA";"2000";"ADMINISTRACAO DA UNIDADE";"Administração de unidade";"20000001";"ADMINISTRACAO DA UNIDADE              - NACIONAL";"0002";"ADMINISTRACAO DA UNIDADE - RFB";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"11070000011201577";"Pregão";"-8";"LEI10520";"ART01    LEI10520/02";"-1";"SEM INFORMACAO";"86538,96";"86538,96";"1,0000"
"50071878";"200346000012018NE800028";"2018NE800028";"01/01/2018";"NE";"Nota de Empenho";"Estimativo";"ORIGINAL";"30000";"MINISTERIO DA JUSTICA E SEGURANçA PUBLICA";"30108";"DEPARTAMENTO DE POLICIA FEDERAL";"200346";"SUPERINTENDENCIA REGIONAL NO ESTADO DA BA";"00001";"TESOURO NACIONAL";"03506307000157";"TICKET SOLUCOES HDFGT S/A";"CONSTITUICAO DA NOTA DE EMPENHO VISANDO ATENDER MEMO-SEI Nº1(5195465)-SR/PF/BAREF. A AQUISICAO DE SERVICOS CONTINUADOS: SERVICOS MECANICOS VEICULAR, CONF.  PREGAO Nº01/13, UG: 200398, E CONTRATO Nº03/13-SR/PF/BA.  PROC ORIGEM: 2013PR0";"1";"Orçamento Fiscal";"A";"INICIAL (LOA)";"1";"Recursos do Tesouro - Exercício Corrente";"00";"RECURSOS ORDINARIOS";"30108";"DEPARTAMENTO DE POLICIA FEDERAL";"06";"SEGURANCA PUBLICA";"122";"ADMINISTRACAO GERAL";"2112";"PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"2000";"ADMINISTRACAO DA UNIDADE";"Administração de unidade";"20000001";"ADMINISTRACAO DA UNIDADE              - NACIONAL";"-1";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"08400009367201230";"Pregão";"-8";"LEI10520";"ART01    LEI10520/02";"-1";"SEM INFORMACAO";"20000,00";"20000,00";"1,0000"
"51072035";"250030000012018NE800001";"2018NE800001";"01/01/2018";"NE";"Nota de Empenho";"Estimativo";"ORIGINAL";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DI";"250030";"NUCLEO ESTADUAL DO MS/PI";"00001";"TESOURO NACIONAL";"03105598000171";"D.E REBOUCAS EIRELI";"EMPENHO PARA PAGAMENTO DE DESPESAS COM LOCACAO DE VEICULOS CATEGORIAS I E II, INCLUSIVE DIARIAS DE MOTORISTAS, PREGAO 10/2015, CONTRATO NR. 10/2015 , ATE 13/AGO/2018, PROC. 25015.001342/2015-01.  PROC ORIGEM: 2015PR00010";"2";"Orçamento da Seguridade Social";"A";"INICIAL (LOA)";"1";"Recursos do Tesouro - Exercício Corrente";"51";"CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS";"36901";"FUNDO NACIONAL DE SAUDE";"10";"SAUDE";"122";"ADMINISTRACAO GERAL";"2115";"PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"2000";"ADMINISTRACAO DA UNIDADE";"Administração de unidade";"20000001";"ADMINISTRACAO DA UNIDADE              - NACIONAL";"0006";"MANUTENCAO ADMINISTRATIVA - NUCLEOS ESTADUAIS";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"33";"PASSAGENS E DESPESAS COM LOCOMOCAO";"25015001342201501";"Pregão";"-8";"LEI10520";"ART01    LEI10520/02";"-1";"SEM INFORMACAO";"41420,00";"41420,00";"1,0000"
"50171966";"170185000012018NE800012";"2018NE800012";"01/01/2018";"NE";"Nota de Empenho";"Global";"ORIGINAL";"25000";"MINISTERIO DA FAZENDA";"25000";"MINISTERIO DA FAZENDA - UNIDADES COM VÍNCULO ";"170185";"DELEGACIA DA RFB EM SANTO ANGELO";"00001";"TESOURO NACIONAL";"74428657000190";"ASCOT TELECOMUNICACOES LTDA - ME";"IMPORTANCIA QUE SE EMPENHA PARA LOCACAO DE DUAS CENTRAIS TELEFONICAS DIGITAIS,COM PRESTACAO DOS SERVICOS DE MANUTENCAO OU CONSERVACAO PREVENTIVA E CORRETIVAPARA A ARF/IJU E ARF/SRA, PELO PRAZO DE 48 MESES. ESTA NE SUBSTITUI O CONTRATO";"1";"Orçamento Fiscal";"A";"INICIAL (LOA)";"1";"Recursos do Tesouro - Exercício Corrente";"50";"RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS";"25103";"RECEITA FEDERAL DO BRASIL";"04";"ADMINISTRACAO";"122";"ADMINISTRACAO GERAL";"2110";"PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA FAZENDA";"2000";"ADMINISTRACAO DA UNIDADE";"Administração de unidade";"20000001";"ADMINISTRACAO DA UNIDADE              - NACIONAL";"0002";"ADMINISTRACAO DA UNIDADE - RFB";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"11070000017201463";"Pregão";"-8";"LEI10520";"ART01    LEI10520/02";"-1";"SEM INFORMACAO";"2295,00";"2295,00";"1,0000"
"43773049";"200346000012018NE800064";"2018NE800064";"01/01/2018";"NE";"Nota de Empenho";"Estimativo";"ORIGINAL";"30000";"MINISTERIO DA JUSTICA E SEGURANçA PUBLICA";"30108";"DEPARTAMENTO DE POLICIA FEDERAL";"200346";"SUPERINTENDENCIA REGIONAL NO ESTADO DA BA";"00001";"TESOURO NACIONAL";"03506307000157";"TICKET SOLUCOES HDFGT S/A";"CONSTITUICAO DA NOTA DE EMPENHO VISANDO ATENDER MEMO-SEI Nº1(5195465)-SR/PF/BAREF. A FORNECIMENTO DE PECAS PARA VEICULOS, CONF. PREGAO Nº 01/13, UG: 200346,E CONTRATO Nº 03/2013-SR/PF/BA.  PROC ORIGEM: 2013PR00001";"1";"Orçamento Fiscal";"A";"INICIAL (LOA)";"1";"Recursos do Tesouro - Exercício Corrente";"00";"RECURSOS ORDINARIOS";"30108";"DEPARTAMENTO DE POLICIA FEDERAL";"06";"SEGURANCA PUBLICA";"122";"ADMINISTRACAO GERAL";"2112";"PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"2000";"ADMINISTRACAO DA UNIDADE";"Administração de unidade";"20000001";"ADMINISTRACAO DA UNIDADE              - NACIONAL";"-1";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"30";"MATERIAL DE CONSUMO";"08400009367201230";"Pregão";"-8";"LEI10520";"ART01    LEI10520/02";"-1";"SEM INFORMACAO";"8000,00";"8000,00";"1,0000"
"51971950";"250030000012018NE800011";"2018NE800011";"01/01/2018";"NE";"Nota de Empenho";"Estimativo";"ORIGINAL";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DI";"250030";"NUCLEO ESTADUAL DO MS/PI";"00001";"TESOURO NACIONAL";"07417938000150";"JOANILDO PEREIRA BARROS - ME";"EMPENHO PARA PAGAMENTO DE SERVICO CONTINUADO DE PECAS PARA REPOSICAO NOSAPARELHOS DE AR-CONDICIONADOS DESTE NEMS-PI, CONF. CONTRATO 02/2016, PREGAO NR17/2015, VIGENCIA ATE 28/FEV/2018, PROCESSO 25015.001917/2015-88.  PROC ORIGEM";"2";"Orçamento da Seguridade Social";"A";"INICIAL (LOA)";"1";"Recursos do Tesouro - Exercício Corrente";"51";"CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS";"36901";"FUNDO NACIONAL DE SAUDE";"10";"SAUDE";"122";"ADMINISTRACAO GERAL";"2115";"PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"2000";"ADMINISTRACAO DA UNIDADE";"Administração de unidade";"20000001";"ADMINISTRACAO DA UNIDADE              - NACIONAL";"0006";"MANUTENCAO ADMINISTRATIVA - NUCLEOS ESTADUAIS";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"30";"MATERIAL DE CONSUMO";"25015001917201588";"Pregão";"-8";"LEI10520";"ART01    LEI10520/02";"-1";"SEM INFORMACAO";"300,00";"300,00";"1,0000"
"51872214";"170263000012018NE800015";"2018NE800015";"01/01/2018";"NE";"Nota de Empenho";"Global";"ORIGINAL";"25000";"MINISTERIO DA FAZENDA";"25000";"MINISTERIO DA FAZENDA - UNIDADES COM VÍNCULO ";"170263";"DELEGACIA DA RFB EM SANTA CRUZ DO SUL";"00001";"TESOURO NACIONAL";"73968505000118";"T. F. BERTOLUCCI VILLAS BOAS EIRELI - EPP";"EMPENHO PARA ATENDER DESPESA COM LOCACAO DAS FOTOCOPIADORAS DAS AGENCIAS NO EXERCICIO 2018.  PROC ORIGEM: 2015PR00002";"1";"Orçamento Fiscal";"A";"INICIAL (LOA)";"1";"Recursos do Tesouro - Exercício Corrente";"50";"RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS";"25103";"RECEITA FEDERAL DO BRASIL";"04";"ADMINISTRACAO";"122";"ADMINISTRACAO GERAL";"2110";"PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA FAZENDA";"2000";"ADMINISTRACAO DA UNIDADE";"Administração de unidade";"20000001";"ADMINISTRACAO DA UNIDADE              - NACIONAL";"0002";"ADMINISTRACAO DA UNIDADE - RFB";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"13005000005201529";"Pregão";"-8";"LEI10520";"ART01    LEI10520/02";"-1";"SEM INFORMACAO";"1715,97";"1715,97";"1,0000"
"52673495";"200346000012018NE800069";"2018NE800069";"01/01/2018";"NE";"Nota de Empenho";"Estimativo";"ANULAÇÃO";"30000";"MINISTERIO DA JUSTICA E SEGURANçA PUBLICA";"30108";"DEPARTAMENTO DE POLICIA FEDERAL";"200346";"SUPERINTENDENCIA REGIONAL NO ESTADO DA BA";"00001";"TESOURO NACIONAL";"03506307000157";"TICKET SOLUCOES HDFGT S/A";"ATENDER ANULACAO TOTAL DA NOTA DE EMPENHO TENDO EM VISTA REGULARIZACAO DATA   CONTABIL.";"1";"Orçamento Fiscal";"A";"INICIAL (LOA)";"1";"Recursos do Tesouro - Exercício Corrente";"00";"RECURSOS ORDINARIOS";"30108";"DEPARTAMENTO DE POLICIA FEDERAL";"06";"SEGURANCA PUBLICA";"122";"ADMINISTRACAO GERAL";"2112";"PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S";"2000";"ADMINISTRACAO DA UNIDADE";"Administração de unidade";"20000001";"ADMINISTRACAO DA UNIDADE              - NACIONAL";"-1";"Sem informação";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"30";"MATERIAL DE CONSUMO";"-8";"Pregão";"-8";"LEI10520";"ART01    LEI10520/02";"-1";"SEM INFORMACAO";"8000,00";"8000,00";"1,0000"
"45271716";"250025000012018NE800005";"2018NE800005";"01/01/2018";"NE";"Nota de Empenho";"Global";"ORIGINAL";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DI";"250025";"NUCLEO ESTADUAL DO MS/MG";"00001";"TESOURO NACIONAL";"04078456000125";"SOPHO BUSINESS COMMUNICATIONS - SOLUCOES EMPRESARIAIS L";"COBRIR DESPESAS COM SERVICOS DE MANUTENCAO DO APARELHO DE PABX. PREGAO 05/2015. VIGENCIA: 10/09/2017 A 10/09/2018. VALOR GLOBAL: R$18.998,64. PROCESSO:     25003.004643/2015/18  PROC ORIGEM: 2015PR00005";"2";"Orçamento da Seguridade Social";"A";"INICIAL (LOA)";"1";"Recursos do Tesouro - Exercício Corrente";"51";"CONTR.SOCIAL S/O LUCRO DAS PESSOAS JURIDICAS";"36901";"FUNDO NACIONAL DE SAUDE";"10";"SAUDE";"122";"ADMINISTRACAO GERAL";"2115";"PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE";"2000";"ADMINISTRACAO DA UNIDADE";"Administração de unidade";"20000001";"ADMINISTRACAO DA UNIDADE              - NACIONAL";"0006";"MANUTENCAO ADMINISTRATIVA - NUCLEOS ESTADUAIS";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"39";"OUTROS SERVICOS DE TERCEIROS - PESSOA JURIDIC";"25003004643201518";"Pregão";"-8";"LEI10520";"ART01    LEI10520/02";"-1";"SEM INFORMACAO";"1600,00";"1600,00";"1,0000"
"51072039";"170177000012018NE800035";"2018NE800035";"01/01/2018";"NE";"Nota de Empenho";"Estimativo";"ORIGINAL";"25000";"MINISTERIO DA FAZENDA";"25000";"MINISTERIO DA FAZENDA - UNIDADES COM VÍNCULO ";"170177";"SUPERINTENDENCIA REGIONAL DA RFB NA 10A RF";"00001";"TESOURO NACIONAL";"***.770.680-**";"EDUARDO CUNHA DE OLIVEIRA";"EMPENHO PARA ATENDIMENTO DE DESPESAS COM A TAXA CONDOMINIAL DA ARF VIAMAO/RS  (DRF/POA) NO EXERCICIO 2018.  PROC ORIGEM: 2007DI00017";"1";"Orçamento Fiscal";"A";"INICIAL (LOA)";"1";"Recursos do Tesouro - Exercício Corrente";"50";"RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS";"25103";"RECEITA FEDERAL DO BRASIL";"04";"ADMINISTRACAO";"122";"ADMINISTRACAO GERAL";"2110";"PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA FAZENDA";"2000";"ADMINISTRACAO DA UNIDADE";"Administração de unidade";"20000001";"ADMINISTRACAO DA UNIDADE              - NACIONAL";"0002";"ADMINISTRACAO DA UNIDADE - RFB";"SEM EMENDA";"3";"DESPESAS CORRENTES";"3";"OUTRAS DESPESAS CORRENTES";"90";"APLICACOES DIRETAS";"36";"OUTROS SERVICOS DE TERCEIROS - PESSOA FISICA";"11080004706200707";"Dispensa de Licitação";"10";"LEI8666";"ART24/10 LEI8666/93";"-1";"SEM INFORMACAO";"1,00";"1,00";"1,0000"
